ticket_id,company_id,created_date,resolved_date,priority,category,status,satisfaction_score
94_3,94,2026-02-03,2026-02-04,High,Bug,Escalated,3
94_4,94,2025-03-27,2025-03-29,Critical,Outage,Escalated,2
94_5,94,2026-01-01,2026-01-01,High,Outage,Open,3
94_6,94,2025-07-18,2025-07-21,High,Billing,Open,1
94_7,94,2024-11-07,2024-11-10,Critical,Outage,Resolved,1
95_0,95,2025-01-13,2025-01-14,Medium,Feature,Resolved,1
96_0,96,2024-02-22,2024-02-25,Low,Feature,Escalated,3
97_0,97,2025-01-30,2025-02-02,Low,Outage,Resolved,3
97_1,97,2022-11-26,2022-11-26,Medium,Outage,Escalated,3
97_2,97,2024-02-03,2024-02-07,Medium,Feature,Open,3
97_3,97,2024-01-08,2024-01-08,Low,Billing,Escalated,5
97_4,97,2022-04-16,2022-04-19,Medium,Bug,Open,3
97_5,97,2023-08-01,2023-08-04,Medium,Bug,Escalated,4
97_6,97,2024-12-17,2024-12-18,Low,Bug,Escalated,3
97_7,97,2021-07-20,2021-07-25,Critical,Feature,Resolved,5
98_0,98,2025-03-18,2025-03-20,Low,Outage,Open,2
99_0,99,2025-12-11,2025-12-16,Medium,Bug,Resolved,5
99_1,99,2025-03-15,2025-03-15,Medium,Billing,Escalated,4
99_2,99,2026-02-16,2026-02-17,Medium,Bug,Escalated,1
99_3,99,2025-04-21,2025-04-23,High,Feature,Escalated,2
100_0,100,2025-03-02,2025-03-05,Medium,Outage,Resolved,4
100_1,100,2023-11-25,2023-11-27,Critical,Outage,Escalated,1
100_2,100,2026-02-03,2026-02-06,High,Billing,Open,5
100_3,100,2024-11-08,2024-11-08,Critical,Bug,Escalated,4
100_4,100,2024-05-02,2024-05-04,Medium,Bug,Resolved,3
100_5,100,2024-09-20,2024-09-24,Medium,Feature,Open,5
100_6,100,2024-08-01,2024-08-06,High,Outage,Resolved,3
100_7,100,2026-02-18,2026-02-20,Medium,Billing,Open,5
100_8,100,2024-01-24,2024-01-28,Critical,Billing,Escalated,1
101_0,101,2025-12-21,2025-12-21,Critical,Bug,Open,1
101_1,101,2026-01-03,2026-01-07,Critical,Outage,Open,4
101_2,101,2026-01-03,2026-01-04,High,Bug,Resolved,1
102_0,102,2023-10-10,2023-10-12,High,Feature,Resolved,2
102_1,102,2024-02-17,2024-02-22,Critical,Outage,Open,3
102_2,102,2025-02-10,2025-02-11,Critical,Outage,Open,2
102_3,102,2024-01-14,2024-01-14,Critical,Outage,Open,2
102_4,102,2024-03-17,2024-03-18,Critical,Bug,Escalated,3
104_0,104,2025-12-23,2025-12-27,Low,Billing,Resolved,5
104_1,104,2025-05-12,2025-05-13,High,Outage,Open,1
104_2,104,2024-08-02,2024-08-05,High,Outage,Escalated,1
104_3,104,2023-10-29,2023-11-01,High,Bug,Escalated,2
104_4,104,2025-08-11,2025-08-14,Critical,Feature,Open,4
104_5,104,2024-09-24,2024-09-28,Medium,Billing,Open,2
104_6,104,2024-12-14,2024-12-19,High,Billing,Resolved,3
104_7,104,2024-10-13,2024-10-16,High,Outage,Open,5
104_8,104,2024-01-13,2024-01-16,Medium,Outage,Escalated,3
104_9,104,2023-04-05,2023-04-07,Low,Outage,Escalated,5
105_0,105,2025-04-02,2025-04-06,High,Billing,Escalated,3
105_1,105,2025-02-21,2025-02-26,High,Bug,Escalated,3
105_2,105,2025-09-21,2025-09-23,High,Outage,Open,3
105_3,105,2024-09-25,2024-09-26,High,Feature,Resolved,3
105_4,105,2025-12-09,2025-12-10,High,Feature,Escalated,1
105_5,105,2026-02-24,2026-02-26,High,Bug,Open,1
105_6,105,2024-11-10,2024-11-14,Critical,Bug,Escalated,3
105_7,105,2024-04-15,2024-04-18,Critical,Bug,Escalated,1
105_8,105,2025-10-18,2025-10-19,High,Outage,Escalated,2
105_9,105,2024-07-01,2024-07-03,Critical,Feature,Escalated,1
106_0,106,2022-05-10,2022-05-15,Low,Feature,Open,2
106_1,106,2024-12-07,2024-12-11,Low,Billing,Open,2
106_2,106,2024-03-30,2024-04-04,Medium,Billing,Open,5
106_3,106,2023-06-24,2023-06-26,High,Feature,Escalated,3
106_4,106,2021-08-27,2021-09-01,Critical,Billing,Open,1
106_5,106,2024-03-27,2024-03-27,High,Outage,Escalated,1
107_0,107,2025-07-28,2025-08-02,High,Outage,Resolved,3
107_1,107,2026-02-10,2026-02-10,High,Billing,Open,2
107_2,107,2023-09-23,2023-09-24,Medium,Feature,Escalated,3
107_3,107,2023-07-13,2023-07-16,High,Bug,Open,1
107_4,107,2024-02-24,2024-02-25,Critical,Outage,Open,2
107_5,107,2024-11-06,2024-11-09,Critical,Bug,Open,4
107_6,107,2025-12-04,2025-12-08,High,Feature,Resolved,5
107_7,107,2025-02-19,2025-02-20,Critical,Outage,Resolved,2
108_0,108,2025-09-15,2025-09-18,Critical,Billing,Escalated,4
108_1,108,2026-01-05,2026-01-08,Medium,Billing,Escalated,2
108_2,108,2023-06-08,2023-06-09,Medium,Bug,Open,5
108_3,108,2025-01-05,2025-01-06,Low,Outage,Open,1
108_4,108,2026-02-26,2026-03-01,Critical,Outage,Resolved,3
108_5,108,2023-07-20,2023-07-22,Critical,Outage,Escalated,1
108_6,108,2025-02-05,2025-02-08,Medium,Outage,Escalated,3
108_7,108,2024-12-28,2025-01-01,High,Bug,Resolved,3
108_8,108,2023-05-03,2023-05-04,Medium,Outage,Resolved,2
108_9,108,2023-05-14,2023-05-17,Medium,Feature,Open,5
109_0,109,2021-06-04,2021-06-09,Low,Billing,Escalated,1
109_1,109,2021-05-18,2021-05-22,High,Feature,Resolved,5
109_2,109,2024-03-23,2024-03-28,Medium,Outage,Escalated,4
109_3,109,2026-01-08,2026-01-11,Medium,Outage,Open,5
109_4,109,2023-10-01,2023-10-06,Critical,Bug,Open,3
109_5,109,2025-07-12,2025-07-16,Medium,Feature,Escalated,1
111_0,111,2025-12-26,2025-12-30,High,Outage,Escalated,5
111_1,111,2024-08-15,2024-08-20,Low,Outage,Escalated,5
112_0,112,2026-01-20,2026-01-20,Critical,Billing,Open,3
112_1,112,2024-06-06,2024-06-07,Low,Outage,Escalated,5
112_2,112,2024-06-09,2024-06-10,Critical,Billing,Open,3
112_3,112,2025-08-14,2025-08-19,High,Billing,Resolved,1
112_4,112,2025-09-29,2025-10-03,Critical,Bug,Open,3
113_0,113,2025-03-25,2025-03-25,High,Feature,Resolved,4
113_1,113,2026-02-12,2026-02-16,High,Billing,Open,3
113_2,113,2025-07-16,2025-07-20,Medium,Billing,Escalated,5
114_0,114,2025-10-26,2025-10-27,Medium,Feature,Open,1
114_1,114,2025-07-19,2025-07-19,Critical,Bug,Escalated,4
114_2,114,2025-10-29,2025-10-31,High,Feature,Open,1
114_3,114,2025-12-01,2025-12-05,Critical,Outage,Resolved,2
114_4,114,2025-04-20,2025-04-20,Medium,Bug,Open,4
114_5,114,2023-12-26,2023-12-30,Medium,Billing,Escalated,5
114_6,114,2024-08-01,2024-08-01,Low,Billing,Open,4
114_7,114,2024-06-24,2024-06-29,Medium,Bug,Open,3
115_0,115,2024-09-18,2024-09-23,High,Bug,Resolved,2
115_1,115,2024-09-16,2024-09-18,Low,Billing,Open,3
115_2,115,2023-12-07,2023-12-12,High,Outage,Resolved,3
115_3,115,2024-08-19,2024-08-20,Low,Billing,Escalated,1
115_4,115,2024-10-07,2024-10-10,High,Outage,Escalated,2
115_5,115,2025-01-13,2025-01-14,Critical,Bug,Escalated,1
115_6,115,2025-06-13,2025-06-17,Low,Bug,Escalated,5
115_7,115,2024-04-07,2024-04-08,High,Bug,Resolved,2
115_8,115,2023-12-31,2024-01-05,Medium,Bug,Escalated,3
115_9,115,2024-07-27,2024-07-30,Medium,Feature,Resolved,5
116_0,116,2025-03-22,2025-03-26,Low,Billing,Escalated,1
116_1,116,2025-06-01,2025-06-01,Low,Feature,Resolved,4
116_2,116,2025-11-08,2025-11-12,High,Feature,Escalated,5
116_3,116,2025-08-26,2025-08-26,Critical,Outage,Resolved,4
116_4,116,2025-07-31,2025-08-05,Medium,Billing,Open,5
116_5,116,2025-11-10,2025-11-11,High,Bug,Resolved,4
116_6,116,2025-09-19,2025-09-22,Low,Feature,Open,5
117_0,117,2023-12-26,2023-12-30,Medium,Billing,Open,1
117_1,117,2023-11-20,2023-11-22,High,Billing,Escalated,2
117_2,117,2025-03-12,2025-03-13,Medium,Billing,Resolved,2
117_3,117,2024-01-17,2024-01-19,Low,Bug,Resolved,2
117_4,117,2023-10-19,2023-10-23,Low,Billing,Escalated,3
117_5,117,2023-10-18,2023-10-23,Medium,Feature,Open,1
117_6,117,2024-06-16,2024-06-21,High,Outage,Open,5
117_7,117,2023-08-29,2023-08-29,High,Billing,Resolved,4
117_8,117,2025-03-21,2025-03-22,Critical,Outage,Open,1
118_0,118,2025-08-28,2025-08-31,Medium,Bug,Open,1
118_1,118,2026-02-23,2026-02-26,Low,Feature,Escalated,3
118_2,118,2024-12-11,2024-12-15,High,Outage,Escalated,3
118_3,118,2025-09-13,2025-09-13,Critical,Outage,Open,3
118_4,118,2024-06-03,2024-06-04,High,Bug,Resolved,1
118_5,118,2024-10-06,2024-10-09,Critical,Billing,Open,5
118_6,118,2024-10-24,2024-10-27,High,Bug,Open,2
118_7,118,2024-04-07,2024-04-09,Medium,Bug,Escalated,4
118_8,118,2026-02-17,2026-02-21,Medium,Billing,Open,2
118_9,118,2025-07-18,2025-07-21,High,Billing,Escalated,1
119_0,119,2026-02-13,2026-02-14,Low,Billing,Escalated,3
119_1,119,2026-01-22,2026-01-25,Critical,Feature,Open,1
119_2,119,2026-02-05,2026-02-07,Medium,Outage,Resolved,2
119_3,119,2026-02-03,2026-02-05,High,Billing,Escalated,5
119_4,119,2026-01-26,2026-01-29,Low,Outage,Escalated,1
119_5,119,2026-01-10,2026-01-14,Critical,Billing,Escalated,1
119_6,119,2026-01-15,2026-01-15,High,Feature,Open,1
119_7,119,2026-02-14,2026-02-14,Low,Feature,Resolved,4
120_0,120,2022-02-19,2022-02-19,Medium,Bug,Open,5
120_1,120,2023-06-27,2023-06-28,High,Feature,Escalated,4
121_0,121,2025-09-03,2025-09-06,Critical,Feature,Resolved,5
121_1,121,2024-09-09,2024-09-13,High,Billing,Escalated,4
121_2,121,2026-01-13,2026-01-14,Medium,Outage,Escalated,3
121_3,121,2023-12-10,2023-12-12,Low,Feature,Resolved,1
121_4,121,2024-12-11,2024-12-13,Critical,Feature,Escalated,2
122_0,122,2025-04-04,2025-04-06,Medium,Bug,Open,5
122_1,122,2026-02-06,2026-02-06,Critical,Outage,Open,1
122_2,122,2025-09-22,2025-09-23,Medium,Feature,Resolved,5
122_3,122,2024-08-05,2024-08-10,Critical,Bug,Resolved,5
124_0,124,2022-08-13,2022-08-15,Critical,Billing,Open,3
124_1,124,2024-02-08,2024-02-10,Low,Outage,Resolved,4
124_2,124,2023-10-17,2023-10-20,Medium,Billing,Resolved,2
124_3,124,2022-09-25,2022-09-25,Medium,Bug,Resolved,1
124_4,124,2023-07-02,2023-07-02,High,Bug,Resolved,2
124_5,124,2025-04-25,2025-04-26,High,Feature,Escalated,5
124_6,124,2025-04-16,2025-04-19,Critical,Outage,Open,2
124_7,124,2025-03-08,2025-03-08,Low,Outage,Escalated,3
126_0,126,2025-04-22,2025-04-24,Low,Billing,Open,4
126_1,126,2024-06-06,2024-06-11,High,Billing,Resolved,1
126_2,126,2022-06-23,2022-06-25,High,Outage,Resolved,1
126_3,126,2026-01-11,2026-01-16,Medium,Feature,Escalated,4
126_4,126,2023-05-03,2023-05-06,Low,Billing,Escalated,5
127_0,127,2025-11-23,2025-11-26,High,Billing,Open,4
127_1,127,2025-11-06,2025-11-09,Critical,Feature,Resolved,4
127_2,127,2025-12-03,2025-12-05,Medium,Bug,Resolved,5
127_3,127,2026-01-25,2026-01-28,High,Billing,Open,2
127_4,127,2026-02-26,2026-02-27,High,Feature,Open,1
128_0,128,2025-06-23,2025-06-28,Medium,Feature,Escalated,2
129_0,129,2025-11-12,2025-11-14,Medium,Billing,Escalated,2
129_1,129,2025-11-21,2025-11-22,Critical,Outage,Escalated,3
129_2,129,2026-02-04,2026-02-07,Low,Outage,Escalated,1
129_3,129,2025-11-23,2025-11-26,Medium,Feature,Resolved,2
129_4,129,2025-12-27,2025-12-27,Medium,Feature,Resolved,5
129_5,129,2026-01-10,2026-01-15,High,Feature,Escalated,4
129_6,129,2026-01-16,2026-01-18,High,Feature,Escalated,5
129_7,129,2026-01-29,2026-01-30,Medium,Billing,Escalated,1
129_8,129,2026-02-28,2026-03-01,High,Outage,Open,5
129_9,129,2025-12-13,2025-12-14,High,Feature,Open,3
130_0,130,2024-07-02,2024-07-07,Critical,Outage,Open,5
130_1,130,2024-11-09,2024-11-11,Medium,Billing,Escalated,1
130_2,130,2022-09-03,2022-09-05,Critical,Bug,Resolved,1
130_3,130,2025-07-23,2025-07-28,Low,Feature,Escalated,5
130_4,130,2022-07-01,2022-07-04,High,Bug,Escalated,4
130_5,130,2024-07-21,2024-07-23,Medium,Bug,Open,3
130_6,130,2025-11-20,2025-11-21,Critical,Bug,Resolved,5
130_7,130,2024-11-05,2024-11-06,High,Billing,Open,1
130_8,130,2026-02-04,2026-02-06,Low,Billing,Resolved,3
130_9,130,2025-02-08,2025-02-11,Critical,Billing,Escalated,1
131_0,131,2024-08-27,2024-08-30,Medium,Feature,Open,1
131_1,131,2023-09-05,2023-09-06,Critical,Billing,Resolved,4
131_2,131,2025-05-10,2025-05-11,Critical,Bug,Escalated,2
131_3,131,2026-01-20,2026-01-21,Critical,Feature,Open,3
131_4,131,2025-12-05,2025-12-10,Critical,Feature,Resolved,3
131_5,131,2025-07-11,2025-07-11,Medium,Bug,Open,4
131_6,131,2026-02-04,2026-02-05,Critical,Billing,Open,5
131_7,131,2023-08-03,2023-08-05,Low,Feature,Escalated,5
131_8,131,2024-05-16,2024-05-21,High,Billing,Escalated,1
131_9,131,2025-05-14,2025-05-17,Low,Feature,Resolved,2
132_0,132,2026-02-13,2026-02-16,High,Outage,Escalated,1
132_1,132,2026-01-23,2026-01-25,High,Billing,Escalated,2
132_2,132,2026-02-22,2026-02-22,High,Bug,Resolved,2
132_3,132,2026-01-20,2026-01-24,High,Outage,Open,1
132_4,132,2026-01-23,2026-01-27,Critical,Billing,Resolved,2
132_5,132,2026-01-18,2026-01-23,Critical,Bug,Open,1
132_6,132,2026-01-19,2026-01-23,Critical,Feature,Open,1
133_0,133,2026-02-22,2026-02-24,Critical,Outage,Open,1
133_1,133,2026-01-29,2026-02-03,Low,Outage,Escalated,4
133_2,133,2025-11-17,2025-11-20,Low,Bug,Resolved,4
133_3,133,2025-10-27,2025-10-30,High,Feature,Escalated,5
133_4,133,2025-12-24,2025-12-26,Critical,Billing,Open,4
133_5,133,2025-10-11,2025-10-16,Medium,Outage,Resolved,3
133_6,133,2026-02-02,2026-02-05,Medium,Feature,Escalated,2
133_7,133,2026-01-17,2026-01-17,Medium,Outage,Escalated,5
133_8,133,2025-11-27,2025-11-29,Critical,Billing,Resolved,3
134_0,134,2025-05-29,2025-06-01,Critical,Feature,Resolved,1
134_1,134,2022-11-12,2022-11-15,Critical,Outage,Open,1
134_2,134,2022-06-22,2022-06-26,High,Bug,Open,3
134_3,134,2025-12-01,2025-12-02,Critical,Billing,Escalated,4
134_4,134,2023-01-04,2023-01-06,Low,Outage,Open,5
134_5,134,2021-08-26,2021-08-27,Medium,Feature,Escalated,3
134_6,134,2023-04-13,2023-04-15,Low,Outage,Escalated,2
134_7,134,2023-07-01,2023-07-04,Medium,Feature,Open,2
134_8,134,2025-04-17,2025-04-22,Low,Outage,Escalated,3
134_9,134,2025-12-31,2025-12-31,Low,Bug,Resolved,3
135_0,135,2021-12-14,2021-12-15,Low,Feature,Resolved,5
135_1,135,2025-03-28,2025-03-29,Critical,Outage,Open,1
135_2,135,2025-05-27,2025-06-01,Low,Billing,Escalated,2
135_3,135,2025-11-23,2025-11-23,Critical,Billing,Resolved,2
135_4,135,2023-09-13,2023-09-15,High,Bug,Resolved,4
135_5,135,2023-11-29,2023-12-04,Critical,Bug,Escalated,1
136_0,136,2024-08-07,2024-08-11,Medium,Bug,Escalated,4
136_1,136,2024-12-21,2024-12-24,Critical,Outage,Resolved,5
136_2,136,2025-06-20,2025-06-21,Medium,Feature,Resolved,1
136_3,136,2024-03-20,2024-03-20,Critical,Bug,Resolved,3
136_4,136,2024-06-05,2024-06-06,Medium,Billing,Escalated,2
136_5,136,2023-06-23,2023-06-25,Medium,Outage,Resolved,1
136_6,136,2025-01-14,2025-01-19,Low,Outage,Resolved,5
136_7,136,2025-03-15,2025-03-18,High,Feature,Escalated,5
136_8,136,2025-11-18,2025-11-22,Low,Billing,Open,3
137_0,137,2023-10-22,2023-10-25,Critical,Outage,Open,2
137_1,137,2023-10-01,2023-10-02,Medium,Outage,Escalated,2
137_2,137,2025-05-14,2025-05-19,Low,Feature,Open,5
138_0,138,2025-09-23,2025-09-26,High,Bug,Open,5
138_1,138,2025-10-20,2025-10-22,Low,Bug,Open,4
138_2,138,2024-06-30,2024-07-03,Critical,Outage,Escalated,3
138_3,138,2025-09-23,2025-09-23,High,Feature,Open,5
138_4,138,2025-12-26,2025-12-31,Medium,Feature,Resolved,5
138_5,138,2023-12-05,2023-12-07,High,Bug,Escalated,4
138_6,138,2023-08-01,2023-08-02,Medium,Billing,Escalated,4
138_7,138,2025-12-26,2025-12-28,High,Outage,Escalated,5
138_8,138,2024-03-26,2024-03-29,Critical,Bug,Resolved,4
139_0,139,2024-05-01,2024-05-06,Low,Feature,Escalated,1
139_1,139,2023-09-18,2023-09-19,High,Bug,Open,5
139_2,139,2022-03-14,2022-03-14,High,Feature,Escalated,1
139_3,139,2021-10-26,2021-10-30,Critical,Billing,Resolved,1
139_4,139,2024-10-19,2024-10-20,Medium,Feature,Open,3
139_5,139,2024-01-05,2024-01-06,High,Feature,Escalated,4
139_6,139,2024-11-20,2024-11-25,Critical,Bug,Escalated,2
140_0,140,2026-03-03,2026-03-05,Low,Feature,Escalated,4
140_1,140,2026-03-03,2026-03-06,Critical,Outage,Escalated,4
140_2,140,2026-03-03,2026-03-06,Medium,Feature,Escalated,3
140_3,140,2026-03-03,2026-03-07,Low,Billing,Open,5
140_4,140,2026-03-03,2026-03-08,High,Feature,Escalated,3
140_5,140,2026-03-04,2026-03-06,High,Billing,Resolved,1
141_0,141,2025-02-03,2025-02-07,Low,Outage,Resolved,5
141_1,141,2025-04-16,2025-04-16,Low,Outage,Resolved,2
141_2,141,2025-08-07,2025-08-12,Low,Billing,Open,3
143_0,143,2026-02-11,2026-02-15,High,Billing,Escalated,1
143_1,143,2026-02-01,2026-02-02,High,Outage,Resolved,2
143_2,143,2026-01-04,2026-01-06,Low,Billing,Open,5
143_3,143,2025-12-30,2026-01-02,Medium,Bug,Open,5
143_4,143,2025-11-16,2025-11-19,Medium,Feature,Escalated,1
143_5,143,2025-12-27,2025-12-31,Low,Feature,Escalated,3
144_0,144,2025-01-17,2025-01-21,High,Feature,Resolved,2
144_1,144,2025-08-21,2025-08-23,Medium,Bug,Resolved,5
144_2,144,2025-05-12,2025-05-13,Medium,Feature,Resolved,1
145_0,145,2024-03-28,2024-04-02,Low,Billing,Open,5
145_1,145,2025-02-08,2025-02-10,Critical,Bug,Escalated,2
145_2,145,2025-04-12,2025-04-13,Low,Billing,Open,2
145_3,145,2024-01-01,2024-01-06,Critical,Bug,Open,3
145_4,145,2022-08-17,2022-08-19,Low,Bug,Open,3
145_5,145,2023-11-19,2023-11-19,Low,Bug,Open,2
146_0,146,2024-12-07,2024-12-12,Critical,Outage,Open,5
146_1,146,2024-09-19,2024-09-21,Critical,Billing,Escalated,2
146_2,146,2024-11-17,2024-11-22,Low,Bug,Resolved,4
146_3,146,2025-05-20,2025-05-24,Medium,Feature,Escalated,4
146_4,146,2025-05-06,2025-05-06,Critical,Billing,Open,1
146_5,146,2025-02-08,2025-02-09,Critical,Outage,Open,2
146_6,146,2025-08-11,2025-08-15,Medium,Bug,Open,1
146_7,146,2025-10-03,2025-10-08,Medium,Bug,Resolved,4
146_8,146,2024-12-20,2024-12-20,Medium,Billing,Escalated,5
146_9,146,2026-02-24,2026-02-24,Critical,Outage,Escalated,2
147_0,147,2025-01-28,2025-01-29,Medium,Billing,Escalated,2
147_1,147,2024-06-25,2024-06-29,Low,Outage,Resolved,4
147_2,147,2026-01-20,2026-01-24,High,Feature,Resolved,2
147_3,147,2025-05-31,2025-06-04,High,Billing,Resolved,5
147_4,147,2025-11-08,2025-11-09,Critical,Outage,Open,1
147_5,147,2023-10-29,2023-10-31,Medium,Bug,Escalated,1
147_6,147,2024-07-10,2024-07-12,Low,Billing,Escalated,4
147_7,147,2024-03-30,2024-04-04,Critical,Outage,Resolved,2
147_8,147,2023-12-01,2023-12-05,Low,Feature,Open,1
148_0,148,2023-03-03,2023-03-07,Critical,Outage,Escalated,3
148_1,148,2025-05-21,2025-05-23,Critical,Billing,Open,5
149_0,149,2025-12-29,2026-01-02,High,Outage,Escalated,2
149_1,149,2023-08-28,2023-08-29,Critical,Bug,Open,1
150_0,150,2025-12-20,2025-12-21,Low,Feature,Open,5
151_0,151,2023-06-29,2023-06-30,Medium,Billing,Resolved,4
151_1,151,2022-04-12,2022-04-17,Low,Feature,Open,3
151_2,151,2023-07-11,2023-07-15,High,Feature,Escalated,2
151_3,151,2022-09-03,2022-09-05,Critical,Billing,Open,4
151_4,151,2025-04-05,2025-04-08,Low,Feature,Escalated,2
151_5,151,2022-06-11,2022-06-13,Medium,Billing,Open,3
151_6,151,2025-04-18,2025-04-19,Critical,Feature,Open,4
151_7,151,2026-02-01,2026-02-06,Low,Billing,Resolved,5
152_0,152,2026-02-18,2026-02-19,Low,Bug,Escalated,1
152_1,152,2025-10-17,2025-10-18,Medium,Bug,Resolved,2
152_2,152,2025-10-09,2025-10-09,Critical,Bug,Resolved,1
152_3,152,2026-01-08,2026-01-08,Low,Billing,Resolved,4
153_0,153,2023-12-20,2023-12-22,High,Outage,Open,2
153_1,153,2022-10-27,2022-10-30,High,Bug,Open,1
153_2,153,2025-03-12,2025-03-16,Critical,Outage,Escalated,1
153_3,153,2022-12-21,2022-12-26,High,Billing,Resolved,5
153_4,153,2023-09-17,2023-09-20,Critical,Bug,Escalated,5
154_0,154,2025-12-08,2025-12-12,Critical,Bug,Resolved,3
154_1,154,2024-11-21,2024-11-22,Critical,Outage,Open,4
154_2,154,2025-06-21,2025-06-24,Low,Billing,Escalated,3
154_3,154,2025-08-13,2025-08-13,Critical,Billing,Resolved,3
154_4,154,2025-04-23,2025-04-28,Low,Billing,Resolved,5
154_5,154,2024-09-20,2024-09-25,Critical,Outage,Open,5
154_6,154,2025-09-11,2025-09-12,Low,Outage,Escalated,5
154_7,154,2025-04-25,2025-04-25,Critical,Bug,Open,4
154_8,154,2024-12-22,2024-12-24,Critical,Feature,Escalated,3
155_0,155,2024-03-27,2024-03-31,Critical,Outage,Resolved,3
155_1,155,2025-02-19,2025-02-19,High,Bug,Open,1
155_2,155,2024-08-31,2024-09-04,Critical,Outage,Escalated,3
155_3,155,2024-07-30,2024-08-03,Critical,Billing,Open,1
155_4,155,2022-07-28,2022-07-30,High,Feature,Resolved,1
155_5,155,2023-10-11,2023-10-13,High,Outage,Open,3
155_6,155,2023-07-14,2023-07-16,Critical,Feature,Resolved,2
155_7,155,2025-08-08,2025-08-13,Critical,Bug,Resolved,2
156_0,156,2025-09-30,2025-09-30,Critical,Billing,Escalated,2
156_1,156,2025-10-30,2025-10-31,Critical,Bug,Resolved,3
157_0,157,2025-03-05,2025-03-07,Low,Billing,Open,4
157_1,157,2023-12-19,2023-12-19,High,Billing,Escalated,2
157_2,157,2022-05-14,2022-05-17,Low,Feature,Open,2
157_3,157,2025-03-06,2025-03-07,High,Bug,Resolved,5
157_4,157,2025-08-22,2025-08-26,Medium,Outage,Open,5
157_5,157,2022-12-05,2022-12-08,High,Feature,Open,5
157_6,157,2023-08-04,2023-08-04,High,Outage,Resolved,1
158_0,158,2025-09-25,2025-09-28,High,Feature,Open,3
158_1,158,2025-02-14,2025-02-15,Low,Bug,Resolved,4
158_2,158,2025-07-01,2025-07-06,High,Outage,Escalated,5
158_3,158,2024-10-31,2024-11-05,Critical,Billing,Open,1
158_4,158,2025-06-04,2025-06-04,High,Bug,Open,4
158_5,158,2025-05-27,2025-06-01,Low,Billing,Open,5
159_0,159,2024-02-24,2024-02-28,Critical,Feature,Escalated,3
160_0,160,2025-12-19,2025-12-20,Low,Feature,Escalated,5
160_1,160,2025-10-20,2025-10-24,High,Feature,Resolved,3
160_2,160,2024-04-13,2024-04-13,Medium,Bug,Escalated,4
160_3,160,2023-10-29,2023-11-01,High,Bug,Open,5
160_4,160,2024-12-30,2025-01-03,High,Outage,Resolved,3
160_5,160,2024-07-10,2024-07-15,High,Feature,Resolved,2
160_6,160,2024-10-14,2024-10-16,High,Bug,Open,4
161_0,161,2024-06-27,2024-06-29,Medium,Billing,Open,3
161_1,161,2025-01-22,2025-01-22,Critical,Bug,Escalated,3
162_0,162,2026-01-09,2026-01-13,High,Feature,Resolved,4
162_1,162,2025-11-10,2025-11-11,High,Bug,Resolved,5
162_2,162,2026-02-20,2026-02-23,Low,Feature,Resolved,1
163_0,163,2024-01-08,2024-01-09,Medium,Billing,Resolved,2
163_1,163,2026-02-23,2026-02-28,High,Feature,Open,1
164_0,164,2023-09-12,2023-09-13,Low,Outage,Resolved,5
164_1,164,2023-06-01,2023-06-02,Low,Bug,Resolved,1
164_2,164,2025-06-30,2025-07-02,High,Feature,Escalated,5
164_3,164,2024-02-10,2024-02-12,Medium,Billing,Resolved,5
167_0,167,2025-11-30,2025-12-04,Medium,Outage,Escalated,2
167_1,167,2025-11-01,2025-11-06,Medium,Outage,Open,3
168_0,168,2025-09-05,2025-09-07,High,Outage,Open,4
168_1,168,2023-03-30,2023-04-01,High,Bug,Resolved,5
168_2,168,2025-07-12,2025-07-17,Critical,Bug,Open,5
168_3,168,2023-06-03,2023-06-05,Low,Outage,Open,2
168_4,168,2025-05-27,2025-05-29,High,Feature,Open,2
169_0,169,2025-12-09,2025-12-09,Medium,Billing,Open,4
169_1,169,2025-11-28,2025-11-30,Critical,Feature,Open,1
169_2,169,2025-09-05,2025-09-07,Low,Feature,Escalated,3
169_3,169,2025-05-21,2025-05-24,Critical,Feature,Escalated,5
169_4,169,2025-11-28,2025-12-03,Low,Feature,Escalated,1
169_5,169,2026-01-22,2026-01-27,Medium,Feature,Resolved,1
170_0,170,2024-09-26,2024-09-27,Critical,Bug,Escalated,4
170_1,170,2023-12-22,2023-12-25,Critical,Bug,Escalated,5
170_2,170,2024-09-12,2024-09-14,High,Billing,Open,2
170_3,170,2023-03-10,2023-03-10,High,Bug,Resolved,3
170_4,170,2025-12-17,2025-12-21,Low,Feature,Open,4
170_5,170,2023-09-12,2023-09-15,High,Outage,Open,5
170_6,170,2023-08-16,2023-08-19,High,Bug,Resolved,3
170_7,170,2025-03-02,2025-03-06,Low,Feature,Open,3
170_8,170,2025-07-20,2025-07-21,Low,Billing,Escalated,1
170_9,170,2023-08-13,2023-08-18,Critical,Bug,Escalated,2
171_0,171,2024-01-10,2024-01-11,High,Feature,Escalated,4
171_1,171,2025-04-19,2025-04-23,High,Feature,Escalated,1
171_2,171,2023-07-13,2023-07-16,Critical,Billing,Escalated,3
171_3,171,2023-06-20,2023-06-25,High,Outage,Resolved,5
171_4,171,2024-07-18,2024-07-20,High,Feature,Open,3
171_5,171,2024-03-13,2024-03-15,Medium,Bug,Resolved,1
171_6,171,2025-04-09,2025-04-09,Low,Feature,Escalated,1
171_7,171,2024-06-03,2024-06-06,Medium,Outage,Escalated,3
